,id,len,mean,std,id_person,id_location,id_direction,id_exp
2464,S027_1_2_12,14658.0,14.392638764001614,8.408833369855248,27,1,2,12
2465,S027_1_2_13,13911.0,14.750649692424073,8.405568108516476,27,1,2,13
2466,S027_1_2_2,14783.0,14.716420669532681,8.17279094436307,27,1,2,2
2467,S027_1_2_3,14878.0,14.955513257914356,8.171067405228428,27,1,2,3
2470,S027_1_2_6,12153.0,14.767389100749535,8.36659901782259,27,1,2,6
2471,S027_1_2_7,11446.0,14.725218206162909,8.365284197144016,27,1,2,7
2472,S027_1_2_8,14573.0,14.54051735075897,8.245952729344586,27,1,2,8
2473,S027_1_2_9,14477.0,14.69093151651199,8.396302620475149,27,1,2,9
2474,S027_1_3_1,13585.0,18.428710435403005,6.886102827563877,27,1,3,1
2475,S027_1_3_10,13829.0,18.591867125348596,6.93503790160236,27,1,3,10
2476,S027_1_3_11,13887.0,18.55284007024511,6.883806017347294,27,1,3,11
2477,S027_1_3_12,14479.0,18.640370384859683,6.831305576683528,27,1,3,12
2478,S027_1_3_13,14306.0,18.92004304043182,6.522096150048631,27,1,3,13
2479,S027_1_3_2,14307.0,18.39429865115809,6.741962080468613,27,1,3,2
2480,S027_1_3_3,14033.0,18.453850626245373,6.793353790647133,27,1,3,3
2481,S027_1_3_4,13951.0,18.35816467186073,6.797332496306191,27,1,3,4
2482,S027_1_3_5,14134.0,18.38879346659002,6.7324986883813445,27,1,3,5
2483,S027_1_3_6,13857.0,18.41277615910338,6.770067559485051,27,1,3,6
2484,S027_1_3_7,11582.0,18.3428474771981,6.766746468830668,27,1,3,7
2486,S027_1_3_9,13879.0,18.481500342609294,6.850230461961418,27,1,3,9
2487,S027_1_4_1,12920.0,21.937590259637005,7.194194034045306,27,1,4,1
2489,S027_1_4_11,14562.0,20.575620093344362,6.483929931184215,27,1,4,11
2490,S027_1_4_12,14731.0,20.559838553545465,6.4484049357435245,27,1,4,12
2491,S027_1_4_13,14931.0,21.172529101548424,6.111927732964093,27,1,4,13
2492,S027_1_4_14,14672.0,21.132834209504555,6.121617050340443,27,1,4,14
2495,S027_1_4_4,14529.0,21.57889567793942,6.4059526457032705,27,1,4,4
2496,S027_1_4_5,14306.0,21.45326539021918,6.382452082107077,27,1,4,5
2497,S027_1_4_6,14293.0,20.9044520622032,6.1475398902247145,27,1,4,6
2498,S027_1_4_7,14475.0,20.903504230447382,6.175562583354939,27,1,4,7
2499,S027_1_4_8,14237.0,20.760951741566537,6.159741798318381,27,1,4,8
2500,S027_1_4_9,10921.0,20.82370564905664,6.193176960704655,27,1,4,9
2501,S027_2_1_1,14487.0,19.887574143531495,6.843735711304142,27,2,1,1
2502,S027_2_1_10,14535.0,19.357623275065002,7.060844854077534,27,2,1,10
2503,S027_2_1_11,14541.0,19.918954403546042,7.145255315046474,27,2,1,11
2504,S027_2_1_12,14541.0,19.918954403546042,7.145255315046474,27,2,1,12
2505,S027_2_1_13,14785.0,19.778840367994974,6.86679539799267,27,2,1,13
2506,S027_2_1_14,14094.0,20.05483661440865,6.906780812077474,27,2,1,14
2507,S027_2_1_2,13448.0,20.14661225183688,6.830657888131161,27,2,1,2
2509,S027_2_1_4,14450.0,20.374490303726276,6.889639871570529,27,2,1,4
2510,S027_2_1_5,14533.0,20.164043360693352,6.824953522412115,27,2,1,5
2511,S027_2_1_6,14514.0,20.317208644544056,6.710836511997416,27,2,1,6
2512,S027_2_1_7,14403.0,20.172052315101492,6.717781945135478,27,2,1,7
2515,S027_2_2_1,13100.0,18.401491836391298,6.80906475830245,27,2,2,1
